"month","crime","count"
2013-01-01,"WEAPONS VIOLATION",315
2013-02-01,"ARSON",21
2013-02-01,"ASSAULT",1182
2013-02-01,"BATTERY",3495
2013-02-01,"BURGLARY",1171
2013-02-01,"CRIM SEXUAL ASSAULT",86
2013-02-01,"CRIMINAL DAMAGE",1874
2013-02-01,"CRIMINAL TRESPASS",656
2013-02-01,"DECEPTIVE PRACTICE",1050
2013-02-01,"GAMBLING",13
2013-02-01,"HOMICIDE",13
2013-02-01,"INTERFERENCE WITH PUBLIC OFFICER",75
2013-02-01,"INTIMIDATION",11
2013-02-01,"KIDNAPPING",22
2013-02-01,"LIQUOR LAW VIOLATION",33
2013-02-01,"MOTOR VEHICLE THEFT",1248
2013-02-01,"NARCOTICS",2832
2013-02-01,"OBSCENITY",2
2013-02-01,"OFFENSE INVOLVING CHILDREN",193
2013-02-01,"OTHER OFFENSE",1464
2013-02-01,"PROSTITUTION",147
2013-02-01,"PUBLIC PEACE VIOLATION",210
2013-02-01,"ROBBERY",731
2013-02-01,"SEX OFFENSE",73
2013-02-01,"STALKING",6
2013-02-01,"THEFT",4544
2013-02-01,"WEAPONS VIOLATION",226
2013-03-01,"ARSON",33
2013-03-01,"ASSAULT",1416
2013-03-01,"BATTERY",4373
2013-03-01,"BURGLARY",1247
2013-03-01,"CRIM SEXUAL ASSAULT",105
2013-03-01,"CRIMINAL DAMAGE",2498
2013-03-01,"CRIMINAL TRESPASS",699
2013-03-01,"DECEPTIVE PRACTICE",1171
2013-03-01,"GAMBLING",13
2013-03-01,"HOMICIDE",16
2013-03-01,"INTERFERENCE WITH PUBLIC OFFICER",119
2013-03-01,"INTIMIDATION",10
2013-03-01,"KIDNAPPING",19
2013-03-01,"LIQUOR LAW VIOLATION",65
2013-03-01,"MOTOR VEHICLE THEFT",1088
2013-03-01,"NARCOTICS",3305
2013-03-01,"NON-CRIMINAL",1
2013-03-01,"OBSCENITY",1
2013-03-01,"OFFENSE INVOLVING CHILDREN",214
2013-03-01,"OTHER OFFENSE",1652
2013-03-01,"PROSTITUTION",175
2013-03-01,"PUBLIC PEACE VIOLATION",265
2013-03-01,"ROBBERY",772
2013-03-01,"SEX OFFENSE",75
2013-03-01,"STALKING",14
2013-03-01,"THEFT",5337
2013-03-01,"WEAPONS VIOLATION",240
2013-04-01,"ARSON",30
2013-04-01,"ASSAULT",1611
2013-04-01,"BATTERY",4637
2013-04-01,"BURGLARY",1366
2013-04-01,"CRIM SEXUAL ASSAULT",82
2013-04-01,"CRIMINAL DAMAGE",2717
2013-04-01,"CRIMINAL TRESPASS",713
2013-04-01,"DECEPTIVE PRACTICE",1185
2013-04-01,"GAMBLING",54
2013-04-01,"HOMICIDE",25
2013-04-01,"INTERFERENCE WITH PUBLIC OFFICER",130
2013-04-01,"INTIMIDATION",14
2013-04-01,"KIDNAPPING",11
2013-04-01,"LIQUOR LAW VIOLATION",35
2013-04-01,"MOTOR VEHICLE THEFT",927
2013-04-01,"NARCOTICS",2974
2013-04-01,"OBSCENITY",1
2013-04-01,"OFFENSE INVOLVING CHILDREN",168
2013-04-01,"OTHER OFFENSE",1566
2013-04-01,"PROSTITUTION",156
2013-04-01,"PUBLIC INDECENCY",1
2013-04-01,"PUBLIC PEACE VIOLATION",295
2013-04-01,"ROBBERY",849
2013-04-01,"SEX OFFENSE",82
2013-04-01,"STALKING",15
2013-04-01,"THEFT",5562
2013-04-01,"WEAPONS VIOLATION",287
2013-05-01,"ARSON",45
2013-05-01,"ASSAULT",1843
2013-05-01,"BATTERY",5216
2013-05-01,"BURGLARY",1563
2013-05-01,"CRIM SEXUAL ASSAULT",108
2013-05-01,"CRIMINAL DAMAGE",2990
2013-05-01,"CRIMINAL TRESPASS",729
2013-05-01,"DECEPTIVE PRACTICE",1174
2013-05-01,"GAMBLING",81
2013-05-01,"HOMICIDE",45
2013-05-01,"INTERFERENCE WITH PUBLIC OFFICER",128
2013-05-01,"INTIMIDATION",16
2013-05-01,"KIDNAPPING",26
2013-05-01,"LIQUOR LAW VIOLATION",47
2013-05-01,"MOTOR VEHICLE THEFT",962
2013-05-01,"NARCOTICS",3078
2013-05-01,"NON-CRIMINAL",1
2013-05-01,"OBSCENITY",2
2013-05-01,"OFFENSE INVOLVING CHILDREN",197
2013-05-01,"OTHER OFFENSE",1599
2013-05-01,"PROSTITUTION",177
2013-05-01,"PUBLIC INDECENCY",1
2013-05-01,"PUBLIC PEACE VIOLATION",366
2013-05-01,"ROBBERY",976
2013-05-01,"SEX OFFENSE",101
2013-05-01,"STALKING",13
2013-05-01,"THEFT",6165
2013-05-01,"WEAPONS VIOLATION",310
2013-06-01,"ARSON",34
2013-06-01,"ASSAULT",1760
2013-06-01,"BATTERY",5463
2013-06-01,"BURGLARY",1477
2013-06-01,"CRIM SEXUAL ASSAULT",118
2013-06-01,"CRIMINAL DAMAGE",2829
2013-06-01,"CRIMINAL TRESPASS",683
2013-06-01,"DECEPTIVE PRACTICE",1037
2013-06-01,"GAMBLING",98
2013-06-01,"HOMICIDE",44
2013-06-01,"INTERFERENCE WITH PUBLIC OFFICER",122
2013-06-01,"INTIMIDATION",8
2013-06-01,"KIDNAPPING",27
2013-06-01,"LIQUOR LAW VIOLATION",59
2013-06-01,"MOTOR VEHICLE THEFT",1039
2013-06-01,"NARCOTICS",2675
2013-06-01,"OBSCENITY",3
2013-06-01,"OFFENSE INVOLVING CHILDREN",194
2013-06-01,"OTHER NARCOTIC VIOLATION",1
2013-06-01,"OTHER OFFENSE",1511
2013-06-01,"PROSTITUTION",119
2013-06-01,"PUBLIC INDECENCY",3
2013-06-01,"PUBLIC PEACE VIOLATION",326
2013-06-01,"ROBBERY",990
2013-06-01,"SEX OFFENSE",85
2013-06-01,"STALKING",15
2013-06-01,"THEFT",6291
2013-06-01,"WEAPONS VIOLATION",316
2013-07-01,"ARSON",40
2013-07-01,"ASSAULT",1634
2013-07-01,"BATTERY",5265
2013-07-01,"BURGLARY",1567
2013-07-01,"CRIM SEXUAL ASSAULT",125
2013-07-01,"CRIMINAL DAMAGE",2840
2013-07-01,"CRIMINAL TRESPASS",680
2013-07-01,"DECEPTIVE PRACTICE",1109
2013-07-01,"GAMBLING",102
2013-07-01,"HOMICIDE",47
2013-07-01,"INTERFERENCE WITH PUBLIC OFFICER",108
2013-07-01,"INTIMIDATION",14
2013-07-01,"KIDNAPPING",21
2013-07-01,"LIQUOR LAW VIOLATION",28
2013-07-01,"MOTOR VEHICLE THEFT",1039
2013-07-01,"NARCOTICS",2977
2013-07-01,"OBSCENITY",6
2013-07-01,"OFFENSE INVOLVING CHILDREN",181
2013-07-01,"OTHER OFFENSE",1619
2013-07-01,"PROSTITUTION",151
2013-07-01,"PUBLIC INDECENCY",1
2013-07-01,"PUBLIC PEACE VIOLATION",291
2013-07-01,"ROBBERY",1224
2013-07-01,"SEX OFFENSE",96
2013-07-01,"STALKING",9
2013-07-01,"THEFT",7119
2013-07-01,"WEAPONS VIOLATION",302
2013-08-01,"ARSON",36
2013-08-01,"ASSAULT",1610
2013-08-01,"BATTERY",5043
2013-08-01,"BURGLARY",1770
2013-08-01,"CRIM SEXUAL ASSAULT",131
2013-08-01,"CRIMINAL DAMAGE",2879
2013-08-01,"CRIMINAL TRESPASS",778
2013-08-01,"DECEPTIVE PRACTICE",1126
2013-08-01,"GAMBLING",81
2013-08-01,"HOMICIDE",51
2013-08-01,"INTERFERENCE WITH PUBLIC OFFICER",129
2013-08-01,"INTIMIDATION",15
2013-08-01,"KIDNAPPING",27
2013-08-01,"LIQUOR LAW VIOLATION",29
2013-08-01,"MOTOR VEHICLE THEFT",1031
2013-08-01,"NARCOTICS",3026
2013-08-01,"NON-CRIMINAL",1
2013-08-01,"OBSCENITY",2
2013-08-01,"OFFENSE INVOLVING CHILDREN",162
2013-08-01,"OTHER NARCOTIC VIOLATION",2
2013-08-01,"OTHER OFFENSE",1588
2013-08-01,"PROSTITUTION",123
2013-08-01,"PUBLIC PEACE VIOLATION",249
2013-08-01,"ROBBERY",1110
2013-08-01,"SEX OFFENSE",106
2013-08-01,"STALKING",12
2013-08-01,"THEFT",7178
2013-08-01,"WEAPONS VIOLATION",329
2013-09-01,"ARSON",28
2013-09-01,"ASSAULT",1612
2013-09-01,"BATTERY",4723
2013-09-01,"BURGLARY",1634
2013-09-01,"CRIM SEXUAL ASSAULT",105
2013-09-01,"CRIMINAL DAMAGE",2654
2013-09-01,"CRIMINAL TRESPASS",633
2013-09-01,"DECEPTIVE PRACTICE",1031
2013-09-01,"GAMBLING",88
2013-09-01,"HOMICIDE",42
2013-09-01,"INTERFERENCE WITH PUBLIC OFFICER",110
2013-09-01,"INTIMIDATION",9
2013-09-01,"KIDNAPPING",18
2013-09-01,"LIQUOR LAW VIOLATION",46
2013-09-01,"MOTOR VEHICLE THEFT",956
2013-09-01,"NARCOTICS",2648
2013-09-01,"OBSCENITY",1
2013-09-01,"OFFENSE INVOLVING CHILDREN",188
2013-09-01,"OTHER NARCOTIC VIOLATION",1
2013-09-01,"OTHER OFFENSE",1363
2013-09-01,"PROSTITUTION",140
2013-09-01,"PUBLIC INDECENCY",1
2013-09-01,"PUBLIC PEACE VIOLATION",281
2013-09-01,"ROBBERY",1076
2013-09-01,"SEX OFFENSE",91
2013-09-01,"STALKING",18
2013-09-01,"THEFT",6530
2013-09-01,"WEAPONS VIOLATION",269
2013-10-01,"ARSON",22
2013-10-01,"ASSAULT",1511
2013-10-01,"BATTERY",4453
2013-10-01,"BURGLARY",1599
2013-10-01,"CRIM SEXUAL ASSAULT",108
2013-10-01,"CRIMINAL DAMAGE",2629
2013-10-01,"CRIMINAL TRESPASS",680
2013-10-01,"DECEPTIVE PRACTICE",1083
2013-10-01,"GAMBLING",55
2013-10-01,"HOMICIDE",32
2013-10-01,"INTERFERENCE WITH PUBLIC OFFICER",86
2013-10-01,"INTIMIDATION",12
2013-10-01,"KIDNAPPING",12
2013-10-01,"LIQUOR LAW VIOLATION",29
2013-10-01,"MOTOR VEHICLE THEFT",927
2013-10-01,"NARCOTICS",2724
2013-10-01,"NON-CRIMINAL",1
2013-10-01,"OBSCENITY",1
2013-10-01,"OFFENSE INVOLVING CHILDREN",178
2013-10-01,"OTHER OFFENSE",1357
2013-10-01,"PROSTITUTION",112
2013-10-01,"PUBLIC PEACE VIOLATION",287
2013-10-01,"ROBBERY",994
2013-10-01,"SEX OFFENSE",90
2013-10-01,"STALKING",12
2013-10-01,"THEFT",6205
2013-10-01,"WEAPONS VIOLATION",232
2013-11-01,"ARSON",21
2013-11-01,"ASSAULT",1254
2013-11-01,"BATTERY",3769
2013-11-01,"BURGLARY",1478
2013-11-01,"CRIM SEXUAL ASSAULT",102
2013-11-01,"CRIMINAL DAMAGE",2380
2013-11-01,"CRIMINAL TRESPASS",614
2013-11-01,"DECEPTIVE PRACTICE",1189
2013-11-01,"GAMBLING",9
2013-11-01,"HOMICIDE",28
2013-11-01,"INTERFERENCE WITH PUBLIC OFFICER",79
2013-11-01,"INTIMIDATION",8
2013-11-01,"KIDNAPPING",23
2013-11-01,"LIQUOR LAW VIOLATION",34
2013-11-01,"MOTOR VEHICLE THEFT",891
2013-11-01,"NARCOTICS",2735
2013-11-01,"NON-CRIMINAL",2
2013-11-01,"OBSCENITY",2
2013-11-01,"OFFENSE INVOLVING CHILDREN",181
2013-11-01,"OTHER OFFENSE",1379
2013-11-01,"PROSTITUTION",146
2013-11-01,"PUBLIC INDECENCY",2
2013-11-01,"PUBLIC PEACE VIOLATION",186
2013-11-01,"ROBBERY",928
2013-11-01,"SEX OFFENSE",57
2013-11-01,"STALKING",14
2013-11-01,"THEFT",5807
2013-11-01,"WEAPONS VIOLATION",202
2013-12-01,"ARSON",24
2013-12-01,"ASSAULT",1142
2013-12-01,"BATTERY",3640
2013-12-01,"BURGLARY",1438
2013-12-01,"CRIM SEXUAL ASSAULT",81
2013-12-01,"CRIMINAL DAMAGE",2062
2013-12-01,"CRIMINAL TRESPASS",530
2013-12-01,"DECEPTIVE PRACTICE",1106
2013-12-01,"GAMBLING",1
2013-12-01,"HOMICIDE",38
2013-12-01,"INTERFERENCE WITH PUBLIC OFFICER",94
2013-12-01,"INTIMIDATION",12
2013-12-01,"KIDNAPPING",14
2013-12-01,"LIQUOR LAW VIOLATION",20
2013-12-01,"MOTOR VEHICLE THEFT",1004
2013-12-01,"NARCOTICS",2231
2013-12-01,"NON-CRIMINAL",1
2013-12-01,"OBSCENITY",1
2013-12-01,"OFFENSE INVOLVING CHILDREN",207
2013-12-01,"OTHER NARCOTIC VIOLATION",1
2013-12-01,"OTHER OFFENSE",1278
2013-12-01,"PROSTITUTION",43
2013-12-01,"PUBLIC INDECENCY",1
2013-12-01,"PUBLIC PEACE VIOLATION",170
2013-12-01,"ROBBERY",1075
2013-12-01,"SEX OFFENSE",54
2013-12-01,"STALKING",13
2013-12-01,"THEFT",5320
2013-12-01,"WEAPONS VIOLATION",218
2014-01-01,"ARSON",22
2014-01-01,"ASSAULT",1036
2014-01-01,"BATTERY",3336
2014-01-01,"BURGLARY",1137
2014-01-01,"CRIM SEXUAL ASSAULT",95
2014-01-01,"CRIMINAL DAMAGE",1790
2014-01-01,"CRIMINAL TRESPASS",576
2014-01-01,"DECEPTIVE PRACTICE",1239
2014-01-01,"GAMBLING",1
2014-01-01,"HOMICIDE",20
2014-01-01,"INTERFERENCE WITH PUBLIC OFFICER",90
2014-01-01,"INTIMIDATION",10
2014-01-01,"KIDNAPPING",20
2014-01-01,"LIQUOR LAW VIOLATION",31
2014-01-01,"MOTOR VEHICLE THEFT",817
2014-01-01,"NARCOTICS",2223
2014-01-01,"OFFENSE INVOLVING CHILDREN",255
2014-01-01,"OTHER OFFENSE",1415
2014-01-01,"PROSTITUTION",69
2014-01-01,"PUBLIC PEACE VIOLATION",169
2014-01-01,"ROBBERY",798
2014-01-01,"SEX OFFENSE",77
2014-01-01,"STALKING",7
2014-01-01,"THEFT",4441
2014-01-01,"WEAPONS VIOLATION",201
2014-02-01,"ARSON",27
2014-02-01,"ASSAULT",1022
2014-02-01,"BATTERY",3175
2014-02-01,"BURGLARY",889
2014-02-01,"CONCEALED CARRY LICENSE VIOLATION",1
2014-02-01,"CRIM SEXUAL ASSAULT",72
2014-02-01,"CRIMINAL DAMAGE",1595
2014-02-01,"CRIMINAL TRESPASS",536
2014-02-01,"DECEPTIVE PRACTICE",1070
2014-02-01,"GAMBLING",2
2014-02-01,"HOMICIDE",21
2014-02-01,"INTERFERENCE WITH PUBLIC OFFICER",84
2014-02-01,"INTIMIDATION",4
2014-02-01,"KIDNAPPING",15
2014-02-01,"LIQUOR LAW VIOLATION",25
2014-02-01,"MOTOR VEHICLE THEFT",682
2014-02-01,"NARCOTICS",2354
2014-02-01,"NON-CRIMINAL",1
2014-02-01,"OBSCENITY",1
2014-02-01,"OFFENSE INVOLVING CHILDREN",160
2014-02-01,"OTHER NARCOTIC VIOLATION",2
2014-02-01,"OTHER OFFENSE",1179
2014-02-01,"PROSTITUTION",120
2014-02-01,"PUBLIC INDECENCY",1
2014-02-01,"PUBLIC PEACE VIOLATION",164
2014-02-01,"ROBBERY",556
2014-02-01,"SEX OFFENSE",56
2014-02-01,"STALKING",6
2014-02-01,"THEFT",4016
2014-02-01,"WEAPONS VIOLATION",146
2014-03-01,"ARSON",26
2014-03-01,"ASSAULT",1388
2014-03-01,"BATTERY",3974
2014-03-01,"BURGLARY",1054
2014-03-01,"CONCEALED CARRY LICENSE VIOLATION",2
2014-03-01,"CRIM SEXUAL ASSAULT",93
2014-03-01,"CRIMINAL DAMAGE",2207
2014-03-01,"CRIMINAL TRESPASS",703
2014-03-01,"DECEPTIVE PRACTICE",1554
2014-03-01,"GAMBLING",12
2014-03-01,"HOMICIDE",23
2014-03-01,"INTERFERENCE WITH PUBLIC OFFICER",92
2014-03-01,"INTIMIDATION",12
2014-03-01,"KIDNAPPING",22
2014-03-01,"LIQUOR LAW VIOLATION",24
2014-03-01,"MOTOR VEHICLE THEFT",910
2014-03-01,"NARCOTICS",2636
2014-03-01,"OBSCENITY",5
2014-03-01,"OFFENSE INVOLVING CHILDREN",219
2014-03-01,"OTHER NARCOTIC VIOLATION",1
2014-03-01,"OTHER OFFENSE",1402
2014-03-01,"PROSTITUTION",97
2014-03-01,"PUBLIC INDECENCY",2
2014-03-01,"PUBLIC PEACE VIOLATION",230
2014-03-01,"ROBBERY",624
2014-03-01,"SEX OFFENSE",64
2014-03-01,"STALKING",9
2014-03-01,"THEFT",4512
2014-03-01,"WEAPONS VIOLATION",224
2014-04-01,"ARSON",32
2014-04-01,"ASSAULT",1407
2014-04-01,"BATTERY",4186
2014-04-01,"BURGLARY",1124
2014-04-01,"CONCEALED CARRY LICENSE VIOLATION",2
2014-04-01,"CRIM SEXUAL ASSAULT",111
2014-04-01,"CRIMINAL DAMAGE",2430
2014-04-01,"CRIMINAL TRESPASS",643
2014-04-01,"DECEPTIVE PRACTICE",1352
2014-04-01,"GAMBLING",36
2014-04-01,"HOMICIDE",37
2014-04-01,"INTERFERENCE WITH PUBLIC OFFICER",112
2014-04-01,"INTIMIDATION",5
2014-04-01,"KIDNAPPING",12
2014-04-01,"LIQUOR LAW VIOLATION",31
2014-04-01,"MOTOR VEHICLE THEFT",702
2014-04-01,"NARCOTICS",2618
2014-04-01,"NON-CRIMINAL",1
2014-04-01,"OBSCENITY",3
2014-04-01,"OFFENSE INVOLVING CHILDREN",188
2014-04-01,"OTHER NARCOTIC VIOLATION",1
2014-04-01,"OTHER OFFENSE",1500
2014-04-01,"PROSTITUTION",142
2014-04-01,"PUBLIC INDECENCY",3
2014-04-01,"PUBLIC PEACE VIOLATION",238
2014-04-01,"ROBBERY",726
2014-04-01,"SEX OFFENSE",79
2014-04-01,"STALKING",10
2014-04-01,"THEFT",4834
2014-04-01,"WEAPONS VIOLATION",273
2014-05-01,"ARSON",45
2014-05-01,"ASSAULT",1669
2014-05-01,"BATTERY",4804
2014-05-01,"BURGLARY",1206
2014-05-01,"CONCEALED CARRY LICENSE VIOLATION",1
2014-05-01,"CRIM SEXUAL ASSAULT",108
2014-05-01,"CRIMINAL DAMAGE",2563
2014-05-01,"CRIMINAL TRESPASS",647
2014-05-01,"DECEPTIVE PRACTICE",1227
2014-05-01,"GAMBLING",41
2014-05-01,"HOMICIDE",41
2014-05-01,"INTERFERENCE WITH PUBLIC OFFICER",131
2014-05-01,"INTIMIDATION",10
2014-05-01,"KIDNAPPING",20
2014-05-01,"LIQUOR LAW VIOLATION",50
2014-05-01,"MOTOR VEHICLE THEFT",728
2014-05-01,"NARCOTICS",2626
2014-05-01,"NON-CRIMINAL",1
2014-05-01,"OBSCENITY",4
2014-05-01,"OFFENSE INVOLVING CHILDREN",202
2014-05-01,"OTHER NARCOTIC VIOLATION",1
2014-05-01,"OTHER OFFENSE",1606
2014-05-01,"PROSTITUTION",125
2014-05-01,"PUBLIC PEACE VIOLATION",302
2014-05-01,"ROBBERY",835
2014-05-01,"SEX OFFENSE",98
2014-05-01,"STALKING",11
2014-05-01,"THEFT",5352
2014-05-01,"WEAPONS VIOLATION",354
2014-06-01,"ARSON",42
2014-06-01,"ASSAULT",1660
2014-06-01,"BATTERY",4821
2014-06-01,"BURGLARY",1243
2014-06-01,"CONCEALED CARRY LICENSE VIOLATION",1
2014-06-01,"CRIM SEXUAL ASSAULT",125
2014-06-01,"CRIMINAL DAMAGE",2488
2014-06-01,"CRIMINAL TRESPASS",682
2014-06-01,"DECEPTIVE PRACTICE",1328
2014-06-01,"GAMBLING",62
2014-06-01,"HOMICIDE",37
2014-06-01,"HUMAN TRAFFICKING",1
2014-06-01,"INTERFERENCE WITH PUBLIC OFFICER",140
2014-06-01,"INTIMIDATION",12
2014-06-01,"KIDNAPPING",22
2014-06-01,"LIQUOR LAW VIOLATION",41
2014-06-01,"MOTOR VEHICLE THEFT",906
2014-06-01,"NARCOTICS",2435
2014-06-01,"NON-CRIMINAL",2
2014-06-01,"OBSCENITY",3
2014-06-01,"OFFENSE INVOLVING CHILDREN",228
2014-06-01,"OTHER NARCOTIC VIOLATION",1
2014-06-01,"OTHER OFFENSE",1516
2014-06-01,"PROSTITUTION",131
2014-06-01,"PUBLIC PEACE VIOLATION",283
2014-06-01,"ROBBERY",860
2014-06-01,"SEX OFFENSE",105
2014-06-01,"STALKING",12
2014-06-01,"THEFT",5838
2014-06-01,"WEAPONS VIOLATION",328
2014-07-01,"ARSON",54
2014-07-01,"ASSAULT",1630
2014-07-01,"BATTERY",4773
2014-07-01,"BURGLARY",1397
2014-07-01,"CONCEALED CARRY LICENSE VIOLATION",2
2014-07-01,"CRIM SEXUAL ASSAULT",107
2014-07-01,"CRIMINAL DAMAGE",2672
2014-07-01,"CRIMINAL TRESPASS",708
2014-07-01,"DECEPTIVE PRACTICE",1305
2014-07-01,"GAMBLING",61
2014-07-01,"HOMICIDE",38
2014-07-01,"INTERFERENCE WITH PUBLIC OFFICER",158
2014-07-01,"INTIMIDATION",11
2014-07-01,"KIDNAPPING",20
2014-07-01,"LIQUOR LAW VIOLATION",31
2014-07-01,"MOTOR VEHICLE THEFT",914
2014-07-01,"NARCOTICS",2751
2014-07-01,"NON-CRIMINAL",6
2014-07-01,"OBSCENITY",4
2014-07-01,"OFFENSE INVOLVING CHILDREN",159
2014-07-01,"OTHER NARCOTIC VIOLATION",1
2014-07-01,"OTHER OFFENSE",1503
2014-07-01,"PROSTITUTION",183
2014-07-01,"PUBLIC PEACE VIOLATION",300
2014-07-01,"ROBBERY",925
2014-07-01,"SEX OFFENSE",76
2014-07-01,"STALKING",16
2014-07-01,"THEFT",6333
2014-07-01,"WEAPONS VIOLATION",341
2014-08-01,"ARSON",35
2014-08-01,"ASSAULT",1615
2014-08-01,"BATTERY",4745
2014-08-01,"BURGLARY",1384
2014-08-01,"CRIM SEXUAL ASSAULT",143
2014-08-01,"CRIMINAL DAMAGE",2645
2014-08-01,"CRIMINAL TRESPASS",674
2014-08-01,"DECEPTIVE PRACTICE",1330
2014-08-01,"GAMBLING",69
2014-08-01,"HOMICIDE",48
2014-08-01,"INTERFERENCE WITH PUBLIC OFFICER",167
2014-08-01,"INTIMIDATION",15
2014-08-01,"KIDNAPPING",22
2014-08-01,"LIQUOR LAW VIOLATION",48
2014-08-01,"MOTOR VEHICLE THEFT",866
2014-08-01,"NARCOTICS",2620
2014-08-01,"NON-CRIMINAL",5
2014-08-01,"OFFENSE INVOLVING CHILDREN",211
2014-08-01,"OTHER NARCOTIC VIOLATION",1
2014-08-01,"OTHER OFFENSE",1525
2014-08-01,"PROSTITUTION",197
2014-08-01,"PUBLIC INDECENCY",2
2014-08-01,"PUBLIC PEACE VIOLATION",279
2014-08-01,"ROBBERY",883
2014-08-01,"SEX OFFENSE",101
2014-08-01,"STALKING",16
2014-08-01,"THEFT",5882
2014-08-01,"WEAPONS VIOLATION",274
2014-09-01,"ARSON",28
2014-09-01,"ASSAULT",1572
2014-09-01,"BATTERY",4236
2014-09-01,"BURGLARY",1300
2014-09-01,"CONCEALED CARRY LICENSE VIOLATION",2
2014-09-01,"CRIM SEXUAL ASSAULT",120
2014-09-01,"CRIMINAL DAMAGE",2389
2014-09-01,"CRIMINAL TRESPASS",606
2014-09-01,"DECEPTIVE PRACTICE",1288
2014-09-01,"GAMBLING",53
2014-09-01,"HOMICIDE",46
2014-09-01,"INTERFERENCE WITH PUBLIC OFFICER",138
2014-09-01,"INTIMIDATION",14
2014-09-01,"KIDNAPPING",21
2014-09-01,"LIQUOR LAW VIOLATION",25
2014-09-01,"MOTOR VEHICLE THEFT",858
2014-09-01,"NARCOTICS",2368
2014-09-01,"NON-CRIMINAL",5
2014-09-01,"OBSCENITY",2
2014-09-01,"OFFENSE INVOLVING CHILDREN",174
2014-09-01,"OTHER OFFENSE",1392
2014-09-01,"PROSTITUTION",163
2014-09-01,"PUBLIC PEACE VIOLATION",288
2014-09-01,"ROBBERY",872
2014-09-01,"SEX OFFENSE",89
2014-09-01,"STALKING",19
2014-09-01,"THEFT",5483
2014-09-01,"WEAPONS VIOLATION",265
2014-10-01,"ARSON",28
2014-10-01,"ASSAULT",1504
2014-10-01,"BATTERY",4068
2014-10-01,"BURGLARY",1359
2014-10-01,"CONCEALED CARRY LICENSE VIOLATION",3
2014-10-01,"CRIM SEXUAL ASSAULT",115
2014-10-01,"CRIMINAL DAMAGE",2497
2014-10-01,"CRIMINAL TRESPASS",678
2014-10-01,"DECEPTIVE PRACTICE",1242
2014-10-01,"GAMBLING",41
2014-10-01,"HOMICIDE",36
2014-10-01,"INTERFERENCE WITH PUBLIC OFFICER",109
2014-10-01,"INTIMIDATION",9
2014-10-01,"KIDNAPPING",20
2014-10-01,"LIQUOR LAW VIOLATION",47
2014-10-01,"MOTOR VEHICLE THEFT",922
2014-10-01,"NARCOTICS",2369
2014-10-01,"NON-CRIMINAL",4
2014-10-01,"OBSCENITY",3
2014-10-01,"OFFENSE INVOLVING CHILDREN",183
2014-10-01,"OTHER NARCOTIC VIOLATION",1
2014-10-01,"OTHER OFFENSE",1352
2014-10-01,"PROSTITUTION",142
2014-10-01,"PUBLIC PEACE VIOLATION",298
2014-10-01,"ROBBERY",960
2014-10-01,"SEX OFFENSE",90
2014-10-01,"STALKING",12
2014-10-01,"THEFT",5556
2014-10-01,"WEAPONS VIOLATION",265
2014-11-01,"ARSON",38
2014-11-01,"ASSAULT",1159
2014-11-01,"BATTERY",3676
2014-11-01,"BURGLARY",1135
2014-11-01,"CRIM SEXUAL ASSAULT",122
2014-11-01,"CRIMINAL DAMAGE",2262
2014-11-01,"CRIMINAL TRESPASS",556
2014-11-01,"DECEPTIVE PRACTICE",1125
2014-11-01,"GAMBLING",11
2014-11-01,"HOMICIDE",39
2014-11-01,"INTERFERENCE WITH PUBLIC OFFICER",97
2014-11-01,"INTIMIDATION",6
2014-11-01,"KIDNAPPING",13
2014-11-01,"LIQUOR LAW VIOLATION",25
2014-11-01,"MOTOR VEHICLE THEFT",848
2014-11-01,"NARCOTICS",2117
2014-11-01,"NON-CRIMINAL",2
2014-11-01,"OBSCENITY",5
2014-11-01,"OFFENSE INVOLVING CHILDREN",171
2014-11-01,"OTHER NARCOTIC VIOLATION",1
2014-11-01,"OTHER OFFENSE",1301
2014-11-01,"PROSTITUTION",149
2014-11-01,"PUBLIC INDECENCY",1
2014-11-01,"PUBLIC PEACE VIOLATION",198
2014-11-01,"ROBBERY",795
2014-11-01,"SEX OFFENSE",60
2014-11-01,"STALKING",9
2014-11-01,"THEFT",4539
2014-11-01,"WEAPONS VIOLATION",223
2014-12-01,"ARSON",22
2014-12-01,"ASSAULT",1234
2014-12-01,"BATTERY",3651
2014-12-01,"BURGLARY",1341
2014-12-01,"CONCEALED CARRY LICENSE VIOLATION",1
2014-12-01,"CRIM SEXUAL ASSAULT",96
2014-12-01,"CRIMINAL DAMAGE",2259
2014-12-01,"CRIMINAL TRESPASS",529
2014-12-01,"DECEPTIVE PRACTICE",1265
2014-12-01,"GAMBLING",4
2014-12-01,"HOMICIDE",39
2014-12-01,"HUMAN TRAFFICKING",1
2014-12-01,"INTERFERENCE WITH PUBLIC OFFICER",80
2014-12-01,"INTIMIDATION",9
2014-12-01,"KIDNAPPING",13
2014-12-01,"LIQUOR LAW VIOLATION",17
2014-12-01,"MOTOR VEHICLE THEFT",761
2014-12-01,"NARCOTICS",1836
2014-12-01,"NON-CRIMINAL",1
2014-12-01,"OBSCENITY",7
2014-12-01,"OFFENSE INVOLVING CHILDREN",195
2014-12-01,"OTHER OFFENSE",1273
2014-12-01,"PROSTITUTION",107
2014-12-01,"PUBLIC INDECENCY",1
2014-12-01,"PUBLIC PEACE VIOLATION",154
2014-12-01,"ROBBERY",964
