"month","crime","count"
2005-01-01,"CRIM SEXUAL ASSAULT",130
2005-01-01,"CRIMINAL DAMAGE",3409
2005-01-01,"CRIMINAL TRESPASS",1453
2005-01-01,"DECEPTIVE PRACTICE",1105
2005-01-01,"GAMBLING",34
2005-01-01,"HOMICIDE",20
2005-01-01,"INTERFERENCE WITH PUBLIC OFFICER",41
2005-01-01,"INTIMIDATION",20
2005-01-01,"KIDNAPPING",26
2005-01-01,"LIQUOR LAW VIOLATION",40
2005-01-01,"MOTOR VEHICLE THEFT",1779
2005-01-01,"NARCOTICS",4754
2005-01-01,"OFFENSE INVOLVING CHILDREN",336
2005-01-01,"OTHER OFFENSE",2589
2005-01-01,"PROSTITUTION",517
2005-01-01,"PUBLIC PEACE VIOLATION",173
2005-01-01,"ROBBERY",1149
2005-01-01,"SEX OFFENSE",167
2005-01-01,"STALKING",9
2005-01-01,"THEFT",6114
2005-01-01,"WEAPONS VIOLATION",342
2005-02-01,"ARSON",44
2005-02-01,"ASSAULT",1868
2005-02-01,"BATTERY",5700
2005-02-01,"BURGLARY",1492
2005-02-01,"CRIM SEXUAL ASSAULT",102
2005-02-01,"CRIMINAL DAMAGE",3583
2005-02-01,"CRIMINAL TRESPASS",1335
2005-02-01,"DECEPTIVE PRACTICE",940
2005-02-01,"GAMBLING",35
2005-02-01,"HOMICIDE",24
2005-02-01,"INTERFERENCE WITH PUBLIC OFFICER",43
2005-02-01,"INTIMIDATION",17
2005-02-01,"KIDNAPPING",23
2005-02-01,"LIQUOR LAW VIOLATION",82
2005-02-01,"MOTOR VEHICLE THEFT",1591
2005-02-01,"NARCOTICS",4910
2005-02-01,"OBSCENITY",1
2005-02-01,"OFFENSE INVOLVING CHILDREN",191
2005-02-01,"OTHER NARCOTIC VIOLATION",3
2005-02-01,"OTHER OFFENSE",2300
2005-02-01,"PROSTITUTION",583
2005-02-01,"PUBLIC PEACE VIOLATION",168
2005-02-01,"ROBBERY",942
2005-02-01,"SEX OFFENSE",120
2005-02-01,"STALKING",8
2005-02-01,"THEFT",5592
2005-02-01,"WEAPONS VIOLATION",288
2005-03-01,"ARSON",66
2005-03-01,"ASSAULT",2214
2005-03-01,"BATTERY",6622
2005-03-01,"BURGLARY",1783
2005-03-01,"CRIM SEXUAL ASSAULT",116
2005-03-01,"CRIMINAL DAMAGE",4347
2005-03-01,"CRIMINAL TRESPASS",1538
2005-03-01,"DECEPTIVE PRACTICE",1096
2005-03-01,"GAMBLING",37
2005-03-01,"HOMICIDE",37
2005-03-01,"INTERFERENCE WITH PUBLIC OFFICER",51
2005-03-01,"INTIMIDATION",21
2005-03-01,"KIDNAPPING",33
2005-03-01,"LIQUOR LAW VIOLATION",108
2005-03-01,"MOTOR VEHICLE THEFT",1906
2005-03-01,"NARCOTICS",5111
2005-03-01,"OBSCENITY",5
2005-03-01,"OFFENSE INVOLVING CHILDREN",203
2005-03-01,"OTHER OFFENSE",2602
2005-03-01,"PROSTITUTION",578
2005-03-01,"PUBLIC PEACE VIOLATION",234
2005-03-01,"ROBBERY",1118
2005-03-01,"SEX OFFENSE",131
2005-03-01,"STALKING",20
2005-03-01,"THEFT",6571
2005-03-01,"WEAPONS VIOLATION",354
2005-04-01,"ARSON",67
2005-04-01,"ASSAULT",2467
2005-04-01,"BATTERY",7578
2005-04-01,"BURGLARY",1970
2005-04-01,"CRIM SEXUAL ASSAULT",106
2005-04-01,"CRIMINAL DAMAGE",4763
2005-04-01,"CRIMINAL TRESPASS",1366
2005-04-01,"DECEPTIVE PRACTICE",1122
2005-04-01,"GAMBLING",88
2005-04-01,"HOMICIDE",36
2005-04-01,"INTERFERENCE WITH PUBLIC OFFICER",46
2005-04-01,"INTIMIDATION",26
2005-04-01,"KIDNAPPING",24
2005-04-01,"LIQUOR LAW VIOLATION",94
2005-04-01,"MOTOR VEHICLE THEFT",1783
2005-04-01,"NARCOTICS",4939
2005-04-01,"OFFENSE INVOLVING CHILDREN",246
2005-04-01,"OTHER OFFENSE",2561
2005-04-01,"PROSTITUTION",558
2005-04-01,"PUBLIC PEACE VIOLATION",246
2005-04-01,"ROBBERY",1201
2005-04-01,"SEX OFFENSE",137
2005-04-01,"STALKING",18
2005-04-01,"THEFT",7041
2005-04-01,"WEAPONS VIOLATION",386
2005-05-01,"ARSON",53
2005-05-01,"ASSAULT",2626
2005-05-01,"BATTERY",8215
2005-05-01,"BURGLARY",2179
2005-05-01,"CRIM SEXUAL ASSAULT",120
2005-05-01,"CRIMINAL DAMAGE",5048
2005-05-01,"CRIMINAL TRESPASS",1423
2005-05-01,"DECEPTIVE PRACTICE",1103
2005-05-01,"GAMBLING",109
2005-05-01,"HOMICIDE",43
2005-05-01,"INTERFERENCE WITH PUBLIC OFFICER",51
2005-05-01,"INTIMIDATION",20
2005-05-01,"KIDNAPPING",41
2005-05-01,"LIQUOR LAW VIOLATION",100
2005-05-01,"MOTOR VEHICLE THEFT",1884
2005-05-01,"NARCOTICS",4841
2005-05-01,"OBSCENITY",1
2005-05-01,"OFFENSE INVOLVING CHILDREN",235
2005-05-01,"OTHER NARCOTIC VIOLATION",1
2005-05-01,"OTHER OFFENSE",2448
2005-05-01,"PROSTITUTION",544
2005-05-01,"PUBLIC PEACE VIOLATION",263
2005-05-01,"ROBBERY",1235
2005-05-01,"SEX OFFENSE",169
2005-05-01,"STALKING",23
2005-05-01,"THEFT",7276
2005-05-01,"WEAPONS VIOLATION",413
2005-06-01,"ARSON",68
2005-06-01,"ASSAULT",2629
2005-06-01,"BATTERY",8141
2005-06-01,"BURGLARY",2280
2005-06-01,"CRIM SEXUAL ASSAULT",146
2005-06-01,"CRIMINAL DAMAGE",4803
2005-06-01,"CRIMINAL TRESPASS",1339
2005-06-01,"DECEPTIVE PRACTICE",1193
2005-06-01,"GAMBLING",98
2005-06-01,"HOMICIDE",50
2005-06-01,"INTERFERENCE WITH PUBLIC OFFICER",53
2005-06-01,"INTIMIDATION",26
2005-06-01,"KIDNAPPING",34
2005-06-01,"LIQUOR LAW VIOLATION",93
2005-06-01,"MOTOR VEHICLE THEFT",1875
2005-06-01,"NARCOTICS",4433
2005-06-01,"OBSCENITY",2
2005-06-01,"OFFENSE INVOLVING CHILDREN",280
2005-06-01,"OTHER OFFENSE",2348
2005-06-01,"PROSTITUTION",560
2005-06-01,"PUBLIC INDECENCY",1
2005-06-01,"PUBLIC PEACE VIOLATION",265
2005-06-01,"ROBBERY",1411
2005-06-01,"SEX OFFENSE",165
2005-06-01,"STALKING",21
2005-06-01,"THEFT",7408
2005-06-01,"WEAPONS VIOLATION",324
2005-07-01,"ARSON",82
2005-07-01,"ASSAULT",2554
2005-07-01,"BATTERY",8046
2005-07-01,"BURGLARY",2395
2005-07-01,"CRIM SEXUAL ASSAULT",159
2005-07-01,"CRIMINAL DAMAGE",5185
2005-07-01,"CRIMINAL TRESPASS",1368
2005-07-01,"DECEPTIVE PRACTICE",1187
2005-07-01,"GAMBLING",100
2005-07-01,"HOMICIDE",58
2005-07-01,"INTERFERENCE WITH PUBLIC OFFICER",76
2005-07-01,"INTIMIDATION",27
2005-07-01,"KIDNAPPING",35
2005-07-01,"LIQUOR LAW VIOLATION",83
2005-07-01,"MOTOR VEHICLE THEFT",1827
2005-07-01,"NARCOTICS",4575
2005-07-01,"OBSCENITY",2
2005-07-01,"OFFENSE INVOLVING CHILDREN",237
2005-07-01,"OTHER OFFENSE",2454
2005-07-01,"PROSTITUTION",438
2005-07-01,"PUBLIC INDECENCY",1
2005-07-01,"PUBLIC PEACE VIOLATION",287
2005-07-01,"ROBBERY",1596
2005-07-01,"SEX OFFENSE",184
2005-07-01,"STALKING",14
2005-07-01,"THEFT",8492
2005-07-01,"WEAPONS VIOLATION",342
2005-08-01,"ARSON",66
2005-08-01,"ASSAULT",2492
2005-08-01,"BATTERY",7623
2005-08-01,"BURGLARY",2503
2005-08-01,"CRIM SEXUAL ASSAULT",149
2005-08-01,"CRIMINAL DAMAGE",4943
2005-08-01,"CRIMINAL TRESPASS",1386
2005-08-01,"DECEPTIVE PRACTICE",1203
2005-08-01,"GAMBLING",148
2005-08-01,"HOMICIDE",53
2005-08-01,"INTERFERENCE WITH PUBLIC OFFICER",72
2005-08-01,"INTIMIDATION",24
2005-08-01,"KIDNAPPING",41
2005-08-01,"LIQUOR LAW VIOLATION",79
2005-08-01,"MOTOR VEHICLE THEFT",1888
2005-08-01,"NARCOTICS",4796
2005-08-01,"OBSCENITY",2
2005-08-01,"OFFENSE INVOLVING CHILDREN",264
2005-08-01,"OTHER NARCOTIC VIOLATION",2
2005-08-01,"OTHER OFFENSE",2469
2005-08-01,"PROSTITUTION",505
2005-08-01,"PUBLIC PEACE VIOLATION",253
2005-08-01,"RITUALISM",2
2005-08-01,"ROBBERY",1523
2005-08-01,"SEX OFFENSE",182
2005-08-01,"STALKING",22
2005-08-01,"THEFT",8458
2005-08-01,"WEAPONS VIOLATION",392
2005-09-01,"ARSON",61
2005-09-01,"ASSAULT",2504
2005-09-01,"BATTERY",7520
2005-09-01,"BURGLARY",2446
2005-09-01,"CRIM SEXUAL ASSAULT",157
2005-09-01,"CRIMINAL DAMAGE",4793
2005-09-01,"CRIMINAL TRESPASS",1431
2005-09-01,"DECEPTIVE PRACTICE",1170
2005-09-01,"GAMBLING",125
2005-09-01,"HOMICIDE",32
2005-09-01,"INTERFERENCE WITH PUBLIC OFFICER",57
2005-09-01,"INTIMIDATION",17
2005-09-01,"KIDNAPPING",28
2005-09-01,"LIQUOR LAW VIOLATION",94
2005-09-01,"MOTOR VEHICLE THEFT",1850
2005-09-01,"NARCOTICS",4642
2005-09-01,"OBSCENITY",2
2005-09-01,"OFFENSE INVOLVING CHILDREN",242
2005-09-01,"OTHER NARCOTIC VIOLATION",3
2005-09-01,"OTHER OFFENSE",2117
2005-09-01,"PROSTITUTION",505
2005-09-01,"PUBLIC PEACE VIOLATION",241
2005-09-01,"ROBBERY",1466
2005-09-01,"SEX OFFENSE",198
2005-09-01,"STALKING",21
2005-09-01,"THEFT",7582
2005-09-01,"WEAPONS VIOLATION",318
2005-10-01,"ARSON",50
2005-10-01,"ASSAULT",2291
2005-10-01,"BATTERY",7161
2005-10-01,"BURGLARY",2468
2005-10-01,"CRIM SEXUAL ASSAULT",139
2005-10-01,"CRIMINAL DAMAGE",5358
2005-10-01,"CRIMINAL TRESPASS",1371
2005-10-01,"DECEPTIVE PRACTICE",1173
2005-10-01,"GAMBLING",195
2005-10-01,"HOMICIDE",41
2005-10-01,"INTERFERENCE WITH PUBLIC OFFICER",46
2005-10-01,"INTIMIDATION",21
2005-10-01,"KIDNAPPING",30
2005-10-01,"LIQUOR LAW VIOLATION",88
2005-10-01,"MOTOR VEHICLE THEFT",2149
2005-10-01,"NARCOTICS",4550
2005-10-01,"OBSCENITY",2
2005-10-01,"OFFENSE INVOLVING CHILDREN",227
2005-10-01,"OTHER OFFENSE",2136
2005-10-01,"PROSTITUTION",458
2005-10-01,"PUBLIC PEACE VIOLATION",240
2005-10-01,"ROBBERY",1491
2005-10-01,"SEX OFFENSE",135
2005-10-01,"STALKING",11
2005-10-01,"THEFT",7746
2005-10-01,"WEAPONS VIOLATION",381
2005-11-01,"ARSON",60
2005-11-01,"ASSAULT",1844
2005-11-01,"BATTERY",5965
2005-11-01,"BURGLARY",2197
2005-11-01,"CRIM SEXUAL ASSAULT",115
2005-11-01,"CRIMINAL DAMAGE",4795
2005-11-01,"CRIMINAL TRESPASS",1333
2005-11-01,"DECEPTIVE PRACTICE",1121
2005-11-01,"GAMBLING",81
2005-11-01,"HOMICIDE",29
2005-11-01,"INTERFERENCE WITH PUBLIC OFFICER",40
2005-11-01,"INTIMIDATION",23
2005-11-01,"KIDNAPPING",35
2005-11-01,"LIQUOR LAW VIOLATION",79
2005-11-01,"MOTOR VEHICLE THEFT",1938
2005-11-01,"NARCOTICS",4409
2005-11-01,"OBSCENITY",1
2005-11-01,"OFFENSE INVOLVING CHILDREN",192
2005-11-01,"OTHER OFFENSE",2034
2005-11-01,"PROSTITUTION",511
2005-11-01,"PUBLIC INDECENCY",2
2005-11-01,"PUBLIC PEACE VIOLATION",202
2005-11-01,"ROBBERY",1462
2005-11-01,"SEX OFFENSE",117
2005-11-01,"STALKING",12
2005-11-01,"THEFT",7076
2005-11-01,"WEAPONS VIOLATION",301
2005-12-01,"ARSON",37
2005-12-01,"ASSAULT",1717
2005-12-01,"BATTERY",5473
2005-12-01,"BURGLARY",1974
2005-12-01,"CRIM SEXUAL ASSAULT",100
2005-12-01,"CRIMINAL DAMAGE",3521
2005-12-01,"CRIMINAL TRESPASS",1312
2005-12-01,"DECEPTIVE PRACTICE",1136
2005-12-01,"GAMBLING",28
2005-12-01,"HOMICIDE",30
2005-12-01,"INTERFERENCE WITH PUBLIC OFFICER",39
2005-12-01,"INTIMIDATION",16
2005-12-01,"KIDNAPPING",39
2005-12-01,"LIQUOR LAW VIOLATION",65
2005-12-01,"MOTOR VEHICLE THEFT",2027
2005-12-01,"NARCOTICS",4274
2005-12-01,"OBSCENITY",1
2005-12-01,"OFFENSE INVOLVING CHILDREN",220
2005-12-01,"OTHER OFFENSE",1970
2005-12-01,"PROSTITUTION",367
2005-12-01,"PUBLIC PEACE VIOLATION",158
2005-12-01,"ROBBERY",1453
2005-12-01,"SEX OFFENSE",98
2005-12-01,"STALKING",13
2005-12-01,"THEFT",6329
2005-12-01,"WEAPONS VIOLATION",265
2006-01-01,"ARSON",46
2006-01-01,"ASSAULT",1959
2006-01-01,"BATTERY",5962
2006-01-01,"BURGLARY",2016
2006-01-01,"CRIM SEXUAL ASSAULT",126
2006-01-01,"CRIMINAL DAMAGE",4688
2006-01-01,"CRIMINAL TRESPASS",1333
2006-01-01,"DECEPTIVE PRACTICE",1134
2006-01-01,"GAMBLING",39
2006-01-01,"HOMICIDE",29
2006-01-01,"INTERFERENCE WITH PUBLIC OFFICER",52
2006-01-01,"INTIMIDATION",31
2006-01-01,"KIDNAPPING",32
2006-01-01,"LIQUOR LAW VIOLATION",100
2006-01-01,"MOTOR VEHICLE THEFT",2096
2006-01-01,"NARCOTICS",4707
2006-01-01,"OBSCENITY",2
2006-01-01,"OFFENSE INVOLVING CHILDREN",315
2006-01-01,"OTHER NARCOTIC VIOLATION",2
2006-01-01,"OTHER OFFENSE",2323
2006-01-01,"PROSTITUTION",626
2006-01-01,"PUBLIC PEACE VIOLATION",197
2006-01-01,"ROBBERY",1301
2006-01-01,"SEX OFFENSE",128
2006-01-01,"STALKING",20
2006-01-01,"THEFT",7125
2006-01-01,"WEAPONS VIOLATION",348
2006-02-01,"ARSON",45
2006-02-01,"ASSAULT",1794
2006-02-01,"BATTERY",5397
2006-02-01,"BURGLARY",1582
2006-02-01,"CRIM SEXUAL ASSAULT",89
2006-02-01,"CRIMINAL DAMAGE",4028
2006-02-01,"CRIMINAL TRESPASS",1216
2006-02-01,"DECEPTIVE PRACTICE",908
2006-02-01,"GAMBLING",38
2006-02-01,"HOMICIDE",17
2006-02-01,"INTERFERENCE WITH PUBLIC OFFICER",38
2006-02-01,"INTIMIDATION",16
2006-02-01,"KIDNAPPING",30
2006-02-01,"LIQUOR LAW VIOLATION",84
2006-02-01,"MOTOR VEHICLE THEFT",1712
2006-02-01,"NARCOTICS",4215
2006-02-01,"OBSCENITY",3
2006-02-01,"OFFENSE INVOLVING CHILDREN",194
2006-02-01,"OTHER NARCOTIC VIOLATION",1
2006-02-01,"OTHER OFFENSE",2184
2006-02-01,"PROSTITUTION",545
2006-02-01,"PUBLIC INDECENCY",2
2006-02-01,"PUBLIC PEACE VIOLATION",179
2006-02-01,"RITUALISM",1
2006-02-01,"ROBBERY",1034
2006-02-01,"SEX OFFENSE",113
2006-02-01,"STALKING",12
2006-02-01,"THEFT",5565
2006-02-01,"WEAPONS VIOLATION",253
2006-03-01,"ARSON",65
2006-03-01,"ASSAULT",2180
2006-03-01,"BATTERY",6879
2006-03-01,"BURGLARY",1871
2006-03-01,"CRIM SEXUAL ASSAULT",110
2006-03-01,"CRIMINAL DAMAGE",4661
2006-03-01,"CRIMINAL TRESPASS",1288
2006-03-01,"DECEPTIVE PRACTICE",1137
2006-03-01,"GAMBLING",58
2006-03-01,"HOMICIDE",34
2006-03-01,"INTERFERENCE WITH PUBLIC OFFICER",76
2006-03-01,"INTIMIDATION",17
2006-03-01,"KIDNAPPING",33
2006-03-01,"LIQUOR LAW VIOLATION",105
2006-03-01,"MOTOR VEHICLE THEFT",1869
2006-03-01,"NARCOTICS",4658
2006-03-01,"OBSCENITY",3
2006-03-01,"OFFENSE INVOLVING CHILDREN",232
2006-03-01,"OTHER NARCOTIC VIOLATION",2
2006-03-01,"OTHER OFFENSE",2344
2006-03-01,"PROSTITUTION",712
2006-03-01,"PUBLIC PEACE VIOLATION",272
2006-03-01,"RITUALISM",1
2006-03-01,"ROBBERY",1136
2006-03-01,"SEX OFFENSE",119
2006-03-01,"STALKING",18
2006-03-01,"THEFT",6815
2006-03-01,"WEAPONS VIOLATION",276
2006-04-01,"ARSON",63
2006-04-01,"ASSAULT",2182
2006-04-01,"BATTERY",7036
2006-04-01,"BURGLARY",1702
2006-04-01,"CRIM SEXUAL ASSAULT",124
2006-04-01,"CRIMINAL DAMAGE",4763
2006-04-01,"CRIMINAL TRESPASS",1156
2006-04-01,"DECEPTIVE PRACTICE",1037
2006-04-01,"GAMBLING",114
2006-04-01,"HOMICIDE",37
2006-04-01,"INTERFERENCE WITH PUBLIC OFFICER",63
2006-04-01,"INTIMIDATION",23
2006-04-01,"KIDNAPPING",31
2006-04-01,"LIQUOR LAW VIOLATION",114
2006-04-01,"MOTOR VEHICLE THEFT",1733
2006-04-01,"NARCOTICS",4634
2006-04-01,"OBSCENITY",1
2006-04-01,"OFFENSE INVOLVING CHILDREN",175
2006-04-01,"OTHER NARCOTIC VIOLATION",1
2006-04-01,"OTHER OFFENSE",2256
2006-04-01,"PROSTITUTION",628
2006-04-01,"PUBLIC PEACE VIOLATION",227
2006-04-01,"ROBBERY",1189
2006-04-01,"SEX OFFENSE",135
2006-04-01,"STALKING",20
2006-04-01,"THEFT",6724
2006-04-01,"WEAPONS VIOLATION",305
2006-05-01,"ARSON",65
2006-05-01,"ASSAULT",2509
2006-05-01,"BATTERY",7756
2006-05-01,"BURGLARY",2186
2006-05-01,"CRIM SEXUAL ASSAULT",136
2006-05-01,"CRIMINAL DAMAGE",4828
2006-05-01,"CRIMINAL TRESPASS",1222
2006-05-01,"DECEPTIVE PRACTICE",1115
2006-05-01,"GAMBLING",168
2006-05-01,"HOMICIDE",42
2006-05-01,"INTERFERENCE WITH PUBLIC OFFICER",60
2006-05-01,"INTIMIDATION",25
2006-05-01,"KIDNAPPING",36
2006-05-01,"LIQUOR LAW VIOLATION",78
2006-05-01,"MOTOR VEHICLE THEFT",1946
2006-05-01,"NARCOTICS",4913
2006-05-01,"OBSCENITY",1
2006-05-01,"OFFENSE INVOLVING CHILDREN",240
2006-05-01,"OTHER OFFENSE",2326
2006-05-01,"PROSTITUTION",625
2006-05-01,"PUBLIC PEACE VIOLATION",315
2006-05-01,"ROBBERY",1311
2006-05-01,"SEX OFFENSE",143
2006-05-01,"STALKING",14
2006-05-01,"THEFT",7235
2006-05-01,"WEAPONS VIOLATION",315
2006-06-01,"ARSON",76
2006-06-01,"ASSAULT",2311
2006-06-01,"BATTERY",7390
2006-06-01,"BURGLARY",1994
2006-06-01,"CRIM SEXUAL ASSAULT",114
2006-06-01,"CRIMINAL DAMAGE",4913
2006-06-01,"CRIMINAL TRESPASS",1144
2006-06-01,"DECEPTIVE PRACTICE",1163
2006-06-01,"GAMBLING",185
2006-06-01,"HOMICIDE",45
2006-06-01,"INTERFERENCE WITH PUBLIC OFFICER",74
2006-06-01,"INTIMIDATION",15
2006-06-01,"KIDNAPPING",34
2006-06-01,"LIQUOR LAW VIOLATION",124
2006-06-01,"MOTOR VEHICLE THEFT",1975
2006-06-01,"NARCOTICS",4665
2006-06-01,"OFFENSE INVOLVING CHILDREN",237
2006-06-01,"OTHER NARCOTIC VIOLATION",1
2006-06-01,"OTHER OFFENSE",2205
2006-06-01,"PROSTITUTION",597
2006-06-01,"PUBLIC PEACE VIOLATION",291
2006-06-01,"ROBBERY",1338
2006-06-01,"SEX OFFENSE",163
2006-06-01,"STALKING",22
2006-06-01,"THEFT",7456
2006-06-01,"WEAPONS VIOLATION",276
2006-07-01,"ARSON",70
2006-07-01,"ASSAULT",2510
2006-07-01,"BATTERY",7946
2006-07-01,"BURGLARY",2275
2006-07-01,"CRIM SEXUAL ASSAULT",176
2006-07-01,"CRIMINAL DAMAGE",5253
2006-07-01,"CRIMINAL TRESPASS",1222
2006-07-01,"DECEPTIVE PRACTICE",1152
2006-07-01,"GAMBLING",169
2006-07-01,"HOMICIDE",66
2006-07-01,"INTERFERENCE WITH PUBLIC OFFICER",80
2006-07-01,"INTIMIDATION",25
2006-07-01,"KIDNAPPING",30
2006-07-01,"LIQUOR LAW VIOLATION",95
2006-07-01,"MOTOR VEHICLE THEFT",1931
2006-07-01,"NARCOTICS",4701
2006-07-01,"OBSCENITY",2
2006-07-01,"OFFENSE INVOLVING CHILDREN",245
2006-07-01,"OTHER NARCOTIC VIOLATION",1
2006-07-01,"OTHER OFFENSE",2452
2006-07-01,"PROSTITUTION",512
2006-07-01,"PUBLIC PEACE VIOLATION",276
2006-07-01,"RITUALISM",1
2006-07-01,"ROBBERY",1466
2006-07-01,"SEX OFFENSE",156
2006-07-01,"STALKING",13
2006-07-01,"THEFT",8369
2006-07-01,"WEAPONS VIOLATION",342
2006-08-01,"ARSON",53
2006-08-01,"ASSAULT",2338
2006-08-01,"BATTERY",6884
2006-08-01,"BURGLARY",2235
2006-08-01,"CRIM SEXUAL ASSAULT",114
2006-08-01,"CRIMINAL DAMAGE",5402
2006-08-01,"CRIMINAL TRESPASS",1237
2006-08-01,"DECEPTIVE PRACTICE",1244
2006-08-01,"GAMBLING",202
2006-08-01,"HOMICIDE",32
2006-08-01,"INTERFERENCE WITH PUBLIC OFFICER",65
2006-08-01,"INTIMIDATION",34
2006-08-01,"KIDNAPPING",18
2006-08-01,"LIQUOR LAW VIOLATION",107
2006-08-01,"MOTOR VEHICLE THEFT",1976
2006-08-01,"NARCOTICS",4955
2006-08-01,"OBSCENITY",2
2006-08-01,"OFFENSE INVOLVING CHILDREN",233
2006-08-01,"OTHER OFFENSE",2267
2006-08-01,"PROSTITUTION",634
2006-08-01,"PUBLIC PEACE VIOLATION",237
2006-08-01,"ROBBERY",1442
2006-08-01,"SEX OFFENSE",150
2006-08-01,"STALKING",8
2006-08-01,"THEFT",8236
2006-08-01,"WEAPONS VIOLATION",385
2006-09-01,"ARSON",61
2006-09-01,"ASSAULT",2193
2006-09-01,"BATTERY",6739
2006-09-01,"BURGLARY",2103
2006-09-01,"CRIM SEXUAL ASSAULT",136
2006-09-01,"CRIMINAL DAMAGE",4808
2006-09-01,"CRIMINAL TRESPASS",1174
2006-09-01,"DECEPTIVE PRACTICE",1117
2006-09-01,"GAMBLING",183
2006-09-01,"HOMICIDE",58
2006-09-01,"INTERFERENCE WITH PUBLIC OFFICER",73
2006-09-01,"INTIMIDATION",27
2006-09-01,"KIDNAPPING",22
2006-09-01,"LIQUOR LAW VIOLATION",99
2006-09-01,"MOTOR VEHICLE THEFT",1682
2006-09-01,"NARCOTICS",4712
2006-09-01,"OBSCENITY",1
2006-09-01,"OFFENSE INVOLVING CHILDREN",213
2006-09-01,"OTHER OFFENSE",2142
2006-09-01,"PROSTITUTION",515
2006-09-01,"PUBLIC PEACE VIOLATION",280
2006-09-01,"ROBBERY",1391
2006-09-01,"SEX OFFENSE",146
2006-09-01,"STALKING",16
2006-09-01,"THEFT",7508
2006-09-01,"WEAPONS VIOLATION",368
2006-10-01,"ARSON",53
2006-10-01,"ASSAULT",2138
2006-10-01,"BATTERY",6769
2006-10-01,"BURGLARY",2280
2006-10-01,"CRIM SEXUAL ASSAULT",137
2006-10-01,"CRIMINAL DAMAGE",5094
2006-10-01,"CRIMINAL TRESPASS",1269
2006-10-01,"DECEPTIVE PRACTICE",1226
2006-10-01,"GAMBLING",101
2006-10-01,"HOMICIDE",41
2006-10-01,"INTERFERENCE WITH PUBLIC OFFICER",71
2006-10-01,"INTIMIDATION",23
2006-10-01,"KIDNAPPING",31
2006-10-01,"LIQUOR LAW VIOLATION",89
2006-10-01,"MOTOR VEHICLE THEFT",1700
2006-10-01,"NARCOTICS",4617
2006-10-01,"OBSCENITY",1
2006-10-01,"OFFENSE INVOLVING CHILDREN",223
2006-10-01,"OTHER OFFENSE",2325
2006-10-01,"PROSTITUTION",594
2006-10-01,"PUBLIC PEACE VIOLATION",302
2006-10-01,"RITUALISM",3
2006-10-01,"ROBBERY",1560
2006-10-01,"SEX OFFENSE",116
2006-10-01,"STALKING",15
2006-10-01,"THEFT",7512
2006-10-01,"WEAPONS VIOLATION",364
2006-11-01,"ARSON",71
2006-11-01,"ASSAULT",1908
2006-11-01,"BATTERY",6090
2006-11-01,"BURGLARY",1990
2006-11-01,"CRIM SEXUAL ASSAULT",94
2006-11-01,"CRIMINAL DAMAGE",4545
2006-11-01,"CRIMINAL TRESPASS",1139
2006-11-01,"DECEPTIVE PRACTICE",1173
2006-11-01,"GAMBLING",74
2006-11-01,"HOMICIDE",43
2006-11-01,"INTERFERENCE WITH PUBLIC OFFICER",60
2006-11-01,"INTIMIDATION",19
2006-11-01,"KIDNAPPING",21
2006-11-01,"LIQUOR LAW VIOLATION",78
2006-11-01,"MOTOR VEHICLE THEFT",1601
2006-11-01,"NARCOTICS",4598
2006-11-01,"OBSCENITY",1
2006-11-01,"OFFENSE INVOLVING CHILDREN",209
2006-11-01,"OTHER OFFENSE",2138
2006-11-01,"PROSTITUTION",642
2006-11-01,"PUBLIC INDECENCY",1
2006-11-01,"PUBLIC PEACE VIOLATION",264
2006-11-01,"ROBBERY",1404
2006-11-01,"SEX OFFENSE",93
2006-11-01,"STALKING",15
2006-11-01,"THEFT",6971
2006-11-01,"WEAPONS VIOLATION",322
2006-12-01,"ARSON",58
2006-12-01,"ASSAULT",1923
2006-12-01,"BATTERY",5817
2006-12-01,"BURGLARY",2090
2006-12-01,"CRIM SEXUAL ASSAULT",102
2006-12-01,"CRIMINAL DAMAGE",4141
2006-12-01,"CRIMINAL TRESPASS",1105
2006-12-01,"DECEPTIVE PRACTICE",1146
2006-12-01,"GAMBLING",37
2006-12-01,"HOMICIDE",33
2006-12-01,"INTERFERENCE WITH PUBLIC OFFICER",46
2006-12-01,"INTIMIDATION",21
2006-12-01,"KIDNAPPING",21
2006-12-01,"LIQUOR LAW VIOLATION",62
2006-12-01,"MOTOR VEHICLE THEFT",1597
2006-12-01,"NARCOTICS",4438
2006-12-01,"OFFENSE INVOLVING CHILDREN",228
2006-12-01,"OTHER NARCOTIC VIOLATION",1
2006-12-01,"OTHER OFFENSE",2138
2006-12-01,"PROSTITUTION",404
2006-12-01,"PUBLIC INDECENCY",1
2006-12-01,"PUBLIC PEACE VIOLATION",228
2006-12-01,"RITUALISM",1
2006-12-01,"ROBBERY",1396
2006-12-01,"SEX OFFENSE",99
2006-12-01,"STALKING",13
2006-12-01,"THEFT",6722
2006-12-01,"WEAPONS VIOLATION",267
2007-01-01,"ARSON",51
2007-01-01,"ASSAULT",1722
2007-01-01,"BATTERY",5584
2007-01-01,"BURGLARY",1845
2007-01-01,"CRIM SEXUAL ASSAULT",139
2007-01-01,"CRIMINAL DAMAGE",3890
2007-01-01,"CRIMINAL TRESPASS",1304
2007-01-01,"DECEPTIVE PRACTICE",1161
2007-01-01,"GAMBLING",36
2007-01-01,"HOMICIDE",26
2007-01-01,"INTERFERENCE WITH PUBLIC OFFICER",45
